participant_id,alpha,temperature,learning_rate,success,log_likelihood
2034,0.2130244580971342,0.8842774029491877,0.05322693580948005,True,-7.544504963681576
2035,20.0,9.343210104172305,0.01,True,-9.170763801576538
2036,1.0122700583931232,3.535646694168591,1.6188345794573655,True,-20.9682185899163
2037,20.0,10.0,2.0,True,-15.250422486089713
2038,3.523820895416826,4.1011804598516335,0.11029772241421408,True,-20.617670256549406
2039,0.0,1.499368544325836,0.01,True,-11.741860654229985
2040,4.289475988012207,10.0,2.0,True,-16.988888591784303
2041,2.5497250504715017,0.6013525343360014,0.031306326494071036,True,-5.859225603549966
2042,1.1918523930033287,6.529651316814959,0.07162354224668407,True,-23.546196961953534
2043,10.804772476407225,0.01,0.01,True,-8.111231397253449e-07
2044,1.4641294986897535,1.8639405244444252,0.06888882800876991,True,-16.60063106915902
2045,9.17917667125586,8.700318671775417,0.01,True,-14.959306128193145
2046,0.3790458317846019,0.603516767360759,0.4695957399631209,True,-4.628225798257429
2047,2.6048902629783766,1.2432527802860092,0.035981525037500975,True,-9.821106269038669
2048,1.1267032776136505,2.6120004535073833,0.07179037310798554,True,-19.256519190001814
