participant_id,lambda,tau,temperature,success,log_likelihood
2033,35.73475279051437,10.593092774295986,3.49201033873131,True,-20.47110334104227
2034,41.92943561851974,17.58737212473814,1.0831544231269599,True,-7.884388687461544
2035,32.63673917220115,1.4468672307546493,10.0,True,-31.0603623329767
2036,0.0,0.7554208505204918,5.32886584913914,True,-22.76220067615617
2037,18.029259984037644,14.284350313978283,10.0,True,-30.280362333138772
2038,32.50807493115238,9.091839472701569,10.0,True,-24.535362334323487
2039,15.997532458990404,1.174285243705886,1.4993699735554746,True,-11.741860654220734
2040,3.091552271115411,12.723567841926409,10.0,True,-29.965362333204055
2041,2.577634236546994,15.509252664001545,6.195728983128966,True,-23.285436190996446
2042,19.463983564310865,5.013833477347793,8.614138925061551,True,-24.053753761798387
2043,18.878767383137518,15.308849597373126,10.0,True,-29.920362333212335
2044,2.0414393678844367,0.46395623911750894,3.0274761083207666,True,-20.393012399932275
