Participant ID,Trial,Total Pot,Individual Offer,Opponent Offer,Model Decision,Utility,Accept Probability,Expected Proportion
1026,29,6,1.8,4.2,Accept,1.77,0.85,0.28
1026,30,18,9.0,9.0,Accept,8.03,1.0,0.28
1026,31,12,4.2,7.8,Accept,4.2,0.99,0.35
1026,32,9,3.6,5.4,Accept,3.49,0.97,0.35
1026,33,15,5.25,9.75,Accept,5.05,0.99,0.36
1026,34,9,2.7,6.3,Accept,2.21,0.9,0.36
1026,38,6,2.4,3.6,Accept,2.31,0.91,0.34
1026,39,9,1.8,7.2,Accept,0.51,0.62,0.36
1026,40,15,5.25,9.75,Accept,5.11,0.99,0.31
1026,41,9,2.7,6.3,Accept,2.51,0.92,0.32
1026,42,9,2.25,6.75,Accept,1.71,0.85,0.32
1026,44,12,4.8,7.2,Accept,4.49,0.99,0.3
1026,45,9,1.8,7.2,Accept,0.77,0.68,0.33
1026,47,15,3.75,11.25,Reject,3.22,0.96,0.29
1026,48,15,1.5,13.5,Reject,-0.9,0.29,0.28
1026,49,9,2.25,6.75,Accept,2.19,0.9,0.22
1026,51,12,3.0,9.0,Accept,2.95,0.95,0.23
1027,1,12,4.2,7.8,Accept,2.58,0.93,0.5
1027,2,12,1.2,10.8,Reject,-2.63,0.07,0.46
1027,4,18,5.4,12.6,Accept,4.61,0.99,0.35
1027,5,15,5.25,9.75,Accept,5.19,0.99,0.33
1027,6,9,2.25,6.75,Accept,1.53,0.82,0.34
1027,7,15,3.0,12.0,Accept,1.49,0.82,0.31
1027,8,15,6.0,9.0,Accept,5.54,1.0,0.28
1027,9,9,2.7,6.3,Accept,2.58,0.93,0.31
1027,10,18,9.0,9.0,Accept,8.15,1.0,0.31
1027,16,15,3.75,11.25,Accept,2.17,0.9,0.37
1027,17,12,4.2,7.8,Accept,4.15,0.98,0.33
1027,19,15,6.0,9.0,Accept,5.77,1.0,0.34
1027,21,9,2.7,6.3,Reject,2.24,0.9,0.36
1027,22,9,3.6,5.4,Accept,3.46,0.97,0.34
1027,23,15,5.25,9.75,Accept,5.15,0.99,0.36
1027,25,12,3.0,9.0,Accept,1.86,0.87,0.36
1027,26,9,1.8,7.2,Accept,0.8,0.69,0.32
1027,27,12,4.8,7.2,Accept,4.46,0.99,0.29
1027,28,9,2.7,6.3,Accept,2.53,0.93,0.32
1027,29,15,1.5,13.5,Reject,-1.39,0.2,0.31
1027,31,12,2.4,9.6,Accept,1.86,0.87,0.25
1027,32,6,1.8,4.2,Accept,1.7,0.85,0.24
1027,35,15,5.25,9.75,Accept,4.89,0.99,0.25
1027,36,9,1.8,7.2,Reject,1.13,0.76,0.28
1027,38,9,2.25,6.75,Accept,2.18,0.9,0.26
1027,39,6,1.2,4.8,Accept,0.9,0.71,0.26
1027,40,9,4.5,4.5,Accept,3.91,0.98,0.24
1027,41,15,3.75,11.25,Accept,2.84,0.94,0.32
1027,42,9,4.5,4.5,Accept,4.04,0.98,0.3
1027,43,9,2.7,6.3,Accept,2.23,0.9,0.36
1027,44,15,5.25,9.75,Accept,5.21,0.99,0.34
1027,45,15,1.5,13.5,Reject,-1.79,0.14,0.34
1027,46,18,4.5,13.5,Accept,4.17,0.98,0.27
1027,47,6,2.4,3.6,Accept,2.2,0.9,0.26
1027,49,15,3.0,12.0,Reject,1.58,0.83,0.3
1027,51,9,3.6,5.4,Accept,3.32,0.96,0.27
1028,1,9,2.25,6.75,Accept,0.23,0.56,0.5
1028,2,15,5.25,9.75,Accept,4.24,0.99,0.42
1028,3,9,2.7,6.3,Accept,1.87,0.87,0.4
1028,4,15,3.0,12.0,Reject,0.68,0.66,0.37
1028,5,12,4.8,7.2,Accept,4.56,0.99,0.32
1028,6,9,2.7,6.3,Accept,2.34,0.91,0.34
1028,7,15,5.25,9.75,Accept,5.18,0.99,0.33
1028,9,12,4.2,7.8,Accept,4.16,0.98,0.34
1028,11,15,6.0,9.0,Accept,5.78,1.0,0.34
1028,12,9,2.7,6.3,Accept,2.23,0.9,0.36
1028,13,6,1.2,4.8,Accept,0.44,0.61,0.34
1028,14,15,3.0,12.0,Accept,1.67,0.84,0.3
1028,15,12,1.2,10.8,Reject,-0.63,0.35,0.27
1028,17,18,5.4,12.6,Accept,5.03,0.99,0.22
1028,18,9,3.6,5.4,Accept,3.25,0.96,0.24
1028,19,9,4.5,4.5,Accept,4.03,0.98,0.29
1028,20,15,5.25,9.75,Accept,5.21,0.99,0.35
1028,21,15,5.25,9.75,Accept,5.22,0.99,0.35
1028,22,12,4.2,7.8,Accept,4.18,0.98,0.35
1028,24,15,1.5,13.5,Reject,-1.89,0.13,0.35
1028,27,9,3.6,5.4,Accept,3.32,0.97,0.28
1028,28,6,2.4,3.6,Accept,2.27,0.91,0.31
1028,30,12,2.4,9.6,Accept,0.9,0.71,0.34
1028,32,15,3.75,11.25,Accept,3.11,0.96,0.3
1028,33,12,3.0,9.0,Accept,2.64,0.93,0.28
1028,35,9,2.25,6.75,Accept,2.06,0.89,0.27
1028,36,15,3.75,11.25,Accept,3.53,0.97,0.27
1028,38,18,9.0,9.0,Accept,7.93,1.0,0.26
1028,39,18,4.5,13.5,Accept,3.16,0.96,0.33
1028,40,9,4.5,4.5,Accept,4.07,0.98,0.31
1028,42,9,1.8,7.2,Accept,0.46,0.61,0.37
1028,43,15,1.5,13.5,Reject,-1.42,0.2,0.32
1028,45,6,1.8,4.2,Accept,1.73,0.85,0.25
1028,47,9,2.7,6.3,Accept,2.62,0.93,0.27
1028,48,15,6.0,9.0,Accept,5.54,1.0,0.28
1028,51,9,1.8,7.2,Accept,0.88,0.71,0.31
1029,1,9,2.25,6.75,Accept,0.23,0.56,0.5
1029,2,6,1.8,4.2,Reject,1.13,0.75,0.42
1029,5,15,3.75,11.25,Accept,1.89,0.87,0.39
1029,6,12,4.2,7.8,Accept,4.19,0.99,0.35
1029,7,18,9.0,9.0,Accept,8.31,1.0,0.35
1029,8,9,4.5,4.5,Accept,4.26,0.99,0.39
1029,9,6,1.2,4.8,Accept,-0.02,0.5,0.43
1029,12,9,2.7,6.3,Accept,2.23,0.9,0.36
1029,13,15,5.25,9.75,Accept,5.21,0.99,0.34
1029,15,9,3.6,5.4,Accept,3.47,0.97,0.34
1029,16,9,1.8,7.2,Accept,0.5,0.62,0.36
1029,17,15,5.25,9.75,Accept,5.11,0.99,0.31
1029,18,15,1.5,13.5,Reject,-1.52,0.18,0.32
1029,20,12,1.2,10.8,Accept,-0.49,0.38,0.26
1029,21,15,6.0,9.0,Accept,5.29,0.99,0.21
1029,22,18,5.4,12.6,Accept,5.25,0.99,0.27
1029,23,9,2.7,6.3,Accept,2.65,0.93,0.28
1029,24,12,3.0,9.0,Reject,2.64,0.93,0.28
1029,25,18,4.5,13.5,Accept,4.12,0.98,0.27
1029,26,15,5.25,9.75,Accept,4.94,0.99,0.27
1029,28,15,1.5,13.5,Reject,-1.09,0.25,0.29
1029,30,15,6.0,9.0,Accept,5.38,1.0,0.23
1029,32,9,2.25,6.75,Accept,1.98,0.88,0.28
1029,33,15,3.0,12.0,Accept,2.01,0.88,0.27
1029,34,12,2.4,9.6,Accept,1.84,0.86,0.25
1029,35,6,2.4,3.6,Accept,2.15,0.9,0.24
1029,38,9,2.7,6.3,Accept,2.67,0.94,0.29
1029,39,9,3.6,5.4,Accept,3.35,0.97,0.29
1029,41,12,4.2,7.8,Accept,4.12,0.98,0.32
1029,43,9,1.8,7.2,Accept,0.74,0.68,0.33
1029,44,15,5.25,9.75,Accept,5.03,0.99,0.29
1029,46,9,4.5,4.5,Accept,4.07,0.98,0.31
1029,47,15,3.0,12.0,Reject,0.75,0.68,0.37
1029,48,12,4.8,7.2,Accept,4.55,0.99,0.32
1029,49,9,2.7,6.3,Accept,2.36,0.91,0.34
1029,50,15,3.75,11.25,Accept,2.68,0.94,0.33
1030,1,15,1.5,13.5,Reject,-3.9,0.02,0.5
1030,2,9,3.6,5.4,Accept,3.56,0.97,0.38
1030,4,12,2.4,9.6,Accept,0.39,0.6,0.39
1030,6,15,3.0,12.0,Accept,1.24,0.78,0.33
1030,7,15,6.0,9.0,Accept,5.59,1.0,0.29
1030,8,9,2.7,6.3,Accept,2.51,0.92,0.32
1030,9,12,4.2,7.8,Accept,4.1,0.98,0.32
1030,11,15,5.25,9.75,Accept,5.16,0.99,0.33
1030,13,12,3.0,9.0,Accept,2.1,0.89,0.33
1030,14,9,2.7,6.3,Reject,2.63,0.93,0.31
1030,15,9,3.6,5.4,Accept,3.39,0.97,0.31
1030,16,12,4.8,7.2,Accept,4.6,0.99,0.33
1030,18,15,5.25,9.75,Accept,5.2,0.99,0.35
1030,19,15,1.5,13.5,Reject,-1.91,0.13,0.35
1030,21,15,5.25,9.75,Accept,4.98,0.99,0.28
1030,22,12,4.2,7.8,Accept,4.05,0.98,0.3
1030,24,9,2.7,6.3,Reject,2.59,0.93,0.31
1030,25,18,9.0,9.0,Accept,8.14,1.0,0.31
1030,26,6,1.2,4.8,Accept,0.3,0.57,0.37
1030,27,15,3.75,11.25,Accept,2.85,0.95,0.32
1030,28,15,3.0,12.0,Accept,1.69,0.84,0.3
1030,31,9,1.8,7.2,Accept,1.25,0.78,0.27
1030,32,15,6.0,9.0,Accept,5.43,1.0,0.25
1030,33,15,5.25,9.75,Accept,5.04,0.99,0.29
1030,36,9,2.7,6.3,Accept,2.62,0.93,0.31
1030,37,12,1.2,10.8,Accept,-1.04,0.26,0.31
1030,38,9,4.5,4.5,Accept,3.93,0.98,0.25
1030,40,6,2.4,3.6,Accept,2.28,0.91,0.32
1030,42,6,1.8,4.2,Accept,1.56,0.83,0.35
1030,44,9,1.8,7.2,Accept,0.73,0.68,0.33
1030,45,9,2.25,6.75,Accept,1.91,0.87,0.29
1030,46,15,3.75,11.25,Accept,3.35,0.97,0.28
1030,47,9,2.25,6.75,Accept,2.08,0.89,0.27
1030,48,9,4.5,4.5,Accept,3.97,0.98,0.26
1030,50,18,4.5,13.5,Accept,3.12,0.96,0.34
1030,51,18,5.4,12.6,Accept,5.24,0.99,0.31
1031,1,12,1.2,10.8,Reject,-3.12,0.04,0.5
1031,2,9,3.6,5.4,Accept,3.56,0.97,0.38
1031,3,15,3.75,11.25,Accept,1.91,0.87,0.39
1031,4,15,1.5,13.5,Reject,-1.81,0.14,0.35
1031,5,15,6.0,9.0,Accept,5.52,1.0,0.27
1031,7,9,4.5,4.5,Accept,4.07,0.98,0.31
1031,8,15,3.75,11.25,Accept,2.17,0.9,0.37
1031,9,12,3.0,9.0,Accept,2.11,0.89,0.33
1031,10,6,1.8,4.2,Accept,1.76,0.85,0.31
1031,12,15,5.25,9.75,Accept,5.08,0.99,0.31
1031,14,15,6.0,9.0,Accept,5.69,1.0,0.32
1031,16,12,4.2,7.8,Accept,4.18,0.98,0.34
1031,17,9,3.6,5.4,Accept,3.48,0.97,0.35
1031,18,9,2.7,6.3,Accept,2.2,0.9,0.36
1031,20,15,3.0,12.0,Reject,1.07,0.74,0.34
1031,21,9,4.5,4.5,Accept,4.05,0.98,0.3
1031,22,15,5.25,9.75,Accept,5.11,0.99,0.36
1031,23,18,5.4,12.6,Accept,4.48,0.99,0.36
1031,24,15,1.5,13.5,Reject,-1.74,0.15,0.34
1031,25,6,1.2,4.8,Accept,0.83,0.7,0.27
1031,27,12,4.8,7.2,Accept,4.34,0.99,0.25
1031,28,9,2.25,6.75,Accept,1.9,0.87,0.29
1031,29,9,1.8,7.2,Accept,1.15,0.76,0.28
1031,31,9,2.7,6.3,Reject,2.6,0.93,0.26
1031,32,6,2.4,3.6,Accept,2.2,0.9,0.27
1031,35,9,2.25,6.75,Accept,1.78,0.86,0.31
1031,38,15,5.25,9.75,Accept,5.03,0.99,0.29
1031,39,12,4.2,7.8,Accept,4.08,0.98,0.31
1031,42,9,2.7,6.3,Accept,2.53,0.93,0.32
1031,43,18,9.0,9.0,Accept,8.17,1.0,0.31
1031,45,9,2.7,6.3,Accept,2.13,0.89,0.37
1031,46,12,2.4,9.6,Reject,0.79,0.69,0.35
1031,47,18,4.5,13.5,Accept,3.62,0.97,0.3
1031,49,9,1.8,7.2,Accept,1.09,0.75,0.29
1031,50,15,3.0,12.0,Accept,2.17,0.9,0.26
1031,51,15,5.25,9.75,Accept,4.85,0.99,0.24
1032,1,15,3.75,11.25,Accept,0.38,0.59,0.5
1032,3,9,3.6,5.4,Accept,3.4,0.97,0.42
1032,4,15,6.0,9.0,Accept,5.76,1.0,0.42
1032,6,15,1.5,13.5,Reject,-2.72,0.06,0.41
1032,7,9,2.7,6.3,Accept,2.55,0.93,0.32
1032,8,18,4.5,13.5,Accept,3.48,0.97,0.31
1032,10,12,2.4,9.6,Accept,1.38,0.8,0.29
1032,11,15,3.0,12.0,Accept,2.11,0.89,0.27
1032,13,15,6.0,9.0,Accept,5.42,1.0,0.25
1032,15,15,1.5,13.5,Reject,-1.1,0.25,0.29
1032,16,12,3.0,9.0,Accept,2.95,0.95,0.23
1032,17,9,3.6,5.4,Accept,3.24,0.96,0.24
1032,18,15,5.25,9.75,Accept,5.02,0.99,0.29
1032,19,15,5.25,9.75,Accept,5.09,0.99,0.31
1032,20,9,2.7,6.3,Accept,2.54,0.93,0.32
1032,21,9,2.25,6.75,Accept,1.74,0.85,0.31
1032,23,15,5.25,9.75,Accept,5.04,0.99,0.29
1032,26,15,3.75,11.25,Accept,2.92,0.95,0.31
1032,27,12,4.2,7.8,Accept,4.03,0.98,0.29
1032,28,12,4.2,7.8,Reject,4.08,0.98,0.31
1032,29,12,1.2,10.8,Reject,-1.2,0.23,0.32
1032,31,9,1.8,7.2,Accept,1.35,0.79,0.26
1032,33,9,4.5,4.5,Accept,3.91,0.98,0.24
1032,36,6,1.2,4.8,Accept,0.57,0.64,0.32
1032,37,12,4.8,7.2,Accept,4.45,0.99,0.28
1032,40,6,2.4,3.6,Accept,2.28,0.91,0.32
1032,41,6,1.8,4.2,Accept,1.57,0.83,0.34
1032,43,9,2.7,6.3,Accept,2.46,0.92,0.33
1032,44,9,4.5,4.5,Accept,4.1,0.98,0.32
1032,45,15,5.25,9.75,Accept,4.92,0.99,0.37
1032,46,18,9.0,9.0,Accept,8.4,1.0,0.37
1032,47,9,2.7,6.3,Accept,1.83,0.86,0.41
1032,48,9,2.25,6.75,Reject,1.24,0.78,0.37
1032,49,15,3.0,12.0,Accept,1.14,0.76,0.34
1032,50,18,5.4,12.6,Accept,5.38,1.0,0.3
1032,51,9,1.8,7.2,Accept,1.01,0.73,0.3
1033,2,9,2.25,6.75,Accept,0.23,0.56,0.5
1033,3,15,5.25,9.75,Accept,4.24,0.99,0.42
1033,4,15,5.25,9.75,Accept,4.54,0.99,0.4
1033,5,9,3.6,5.4,Accept,3.57,0.97,0.39
1033,6,12,2.4,9.6,Accept,0.34,0.58,0.39
1033,8,9,2.7,6.3,Accept,2.43,0.92,0.33
1033,9,9,2.7,6.3,Accept,2.51,0.92,0.32
1033,10,9,2.7,6.3,Accept,2.57,0.93,0.32
1033,12,15,5.25,9.75,Accept,5.11,0.99,0.31
1033,13,6,1.2,4.8,Accept,0.54,0.63,0.32
1033,15,15,6.0,9.0,Accept,5.57,1.0,0.29
1033,16,12,4.2,7.8,Accept,4.11,0.98,0.32
1033,18,18,4.5,13.5,Accept,3.22,0.96,0.33
1033,20,9,3.6,5.4,Accept,3.39,0.97,0.31
1033,21,15,3.75,11.25,Accept,2.62,0.93,0.33
1033,22,15,5.25,9.75,Accept,5.1,0.99,0.31
1033,23,18,5.4,12.6,Accept,5.06,0.99,0.32
1033,24,12,3.0,9.0,Accept,2.3,0.91,0.31
1033,28,12,4.2,7.8,Accept,4.04,0.98,0.3
1033,29,12,1.2,10.8,Accept,-1.09,0.25,0.31
1033,30,9,1.8,7.2,Accept,1.41,0.8,0.25
1033,31,15,1.5,13.5,Accept,-0.31,0.42,0.23
1033,34,15,1.5,13.5,Accept,0.24,0.56,0.19
1033,35,9,1.8,7.2,Reject,1.72,0.85,0.17
1033,36,15,3.0,12.0,Accept,2.91,0.95,0.18
1033,37,9,2.7,6.3,Accept,2.44,0.92,0.18
1033,39,12,4.8,7.2,Accept,4.25,0.99,0.22
1033,41,15,6.0,9.0,Accept,5.52,1.0,0.27
1033,42,6,1.8,4.2,Accept,1.74,0.85,0.31
1033,43,15,3.75,11.25,Accept,2.97,0.95,0.31
1033,44,9,4.5,4.5,Accept,4.03,0.98,0.29
1033,46,15,3.0,12.0,Accept,0.93,0.72,0.35
1033,47,6,2.4,3.6,Accept,2.26,0.91,0.31
1033,48,18,9.0,9.0,Accept,8.26,1.0,0.34
1033,49,9,4.5,4.5,Accept,4.24,0.99,0.38
1033,51,9,2.25,6.75,Reject,0.88,0.71,0.42
1034,1,9,2.7,6.3,Reject,1.08,0.75,0.5
1034,3,9,2.7,6.3,Accept,1.57,0.83,0.44
1034,4,15,3.75,11.25,Accept,1.75,0.85,0.4
1034,5,15,5.25,9.75,Accept,5.2,0.99,0.35
1034,6,15,6.0,9.0,Accept,5.82,1.0,0.35
1034,7,6,1.8,4.2,Accept,1.44,0.81,0.37
1034,9,15,1.5,13.5,Reject,-1.83,0.14,0.35
1034,10,12,4.2,7.8,Accept,3.97,0.98,0.27
1034,11,6,2.4,3.6,Accept,2.24,0.9,0.3
1034,14,9,1.8,7.2,Accept,0.77,0.68,0.33
1034,15,9,2.7,6.3,Accept,2.68,0.94,0.29
1034,16,15,6.0,9.0,Accept,5.6,1.0,0.29
1034,17,18,5.4,12.6,Accept,5.0,0.99,0.32
1034,18,9,3.6,5.4,Accept,3.41,0.97,0.32
1034,19,12,4.2,7.8,Accept,4.18,0.98,0.34
1034,20,12,4.8,7.2,Accept,4.63,0.99,0.34
1034,21,15,3.0,12.0,Accept,0.83,0.7,0.36
1034,24,9,3.6,5.4,Accept,3.4,0.97,0.31
1034,25,15,5.25,9.75,Accept,5.21,0.99,0.34
1034,26,18,9.0,9.0,Accept,8.29,1.0,0.34
1034,27,6,1.2,4.8,Accept,0.18,0.54,0.39
1034,30,15,3.75,11.25,Accept,2.63,0.93,0.33
1034,31,12,2.4,9.6,Accept,1.23,0.77,0.31
1034,33,9,2.7,6.3,Accept,2.64,0.93,0.28
1034,34,9,1.8,7.2,Reject,1.13,0.76,0.28
1034,35,12,1.2,10.8,Reject,-0.51,0.38,0.26
1034,36,15,5.25,9.75,Accept,4.73,0.99,0.21
1034,37,9,2.25,6.75,Accept,2.23,0.9,0.25
1034,39,15,5.25,9.75,Accept,4.88,0.99,0.25
1034,42,9,2.25,6.75,Accept,2.0,0.88,0.28
1034,45,15,3.0,12.0,Accept,2.03,0.88,0.27
1034,47,9,4.5,4.5,Accept,3.94,0.98,0.25
1034,48,9,4.5,4.5,Accept,4.11,0.98,0.33
1034,49,12,3.0,9.0,Accept,1.62,0.84,0.38
1034,50,15,1.5,13.5,Reject,-1.73,0.15,0.34
1034,51,18,4.5,13.5,Accept,4.22,0.99,0.27
1035,1,9,4.5,4.5,Accept,4.5,0.99,0.5
1035,2,15,3.75,11.25,Reject,0.38,0.59,0.5
1035,3,15,6.0,9.0,Accept,5.66,1.0,0.42
1035,4,15,3.0,12.0,Accept,0.06,0.52,0.42
1035,7,15,1.5,13.5,Reject,-1.91,0.13,0.35
1035,9,15,6.0,9.0,Accept,5.54,1.0,0.28
1035,10,15,5.25,9.75,Accept,5.11,0.99,0.31
1035,12,18,5.4,12.6,Accept,5.0,0.99,0.32
1035,15,9,2.7,6.3,Accept,2.56,0.93,0.32
1035,16,12,2.4,9.6,Accept,1.19,0.77,0.31
1035,17,12,4.2,7.8,Accept,3.99,0.98,0.28
1035,18,15,5.25,9.75,Accept,5.06,0.99,0.3
1035,19,9,1.8,7.2,Accept,0.87,0.7,0.31
1035,21,9,2.25,6.75,Accept,2.0,0.88,0.28
1035,22,9,4.5,4.5,Accept,3.99,0.98,0.27
1035,24,15,3.75,11.25,Accept,2.54,0.93,0.34
1035,25,9,1.8,7.2,Accept,0.89,0.71,0.31
1035,26,15,1.5,13.5,Accept,-0.92,0.29,0.28
1035,28,15,3.0,12.0,Accept,2.66,0.93,0.23
1035,29,9,2.7,6.3,Accept,2.51,0.93,0.22
1035,30,12,3.0,9.0,Accept,2.98,0.95,0.24
1035,32,12,1.2,10.8,Reject,-0.36,0.41,0.24
1035,33,18,4.5,13.5,Accept,4.28,0.99,0.2
1035,34,6,1.8,4.2,Accept,1.67,0.84,0.22
1035,35,9,2.25,6.75,Accept,2.23,0.9,0.24
1035,36,9,2.7,6.3,Accept,2.57,0.93,0.24
1035,37,18,9.0,9.0,Accept,7.92,1.0,0.26
1035,38,15,5.25,9.75,Accept,5.18,0.99,0.33
1035,39,9,3.6,5.4,Accept,3.46,0.97,0.34
1035,40,9,3.6,5.4,Accept,3.5,0.97,0.36
1035,41,12,4.2,7.8,Accept,3.99,0.98,0.37
1035,42,6,2.4,3.6,Accept,2.35,0.91,0.36
1035,43,12,4.8,7.2,Accept,4.72,0.99,0.37
1035,44,9,2.7,6.3,Accept,2.03,0.88,0.38
1035,45,6,1.2,4.8,Accept,0.35,0.59,0.36
1035,47,15,5.25,9.75,Accept,5.1,0.99,0.31
1036,2,12,1.2,10.8,Reject,-3.12,0.04,0.5
1036,3,6,2.4,3.6,Accept,2.37,0.91,0.38
1036,4,15,5.25,9.75,Accept,4.76,0.99,0.39
1036,6,9,2.7,6.3,Accept,2.09,0.89,0.38
1036,7,9,1.8,7.2,Reject,0.56,0.64,0.35
1036,8,12,4.8,7.2,Accept,4.52,0.99,0.31
1036,9,15,1.5,13.5,Accept,-1.67,0.16,0.33
1036,10,15,5.25,9.75,Accept,4.93,0.99,0.26
1036,11,12,2.4,9.6,Accept,1.43,0.81,0.29
1036,12,15,3.0,12.0,Accept,2.15,0.9,0.26
1036,14,9,3.6,5.4,Accept,3.25,0.96,0.24
1036,15,12,4.2,7.8,Accept,4.02,0.98,0.29
1036,16,18,4.5,13.5,Accept,3.55,0.97,0.31
1036,18,15,3.75,11.25,Accept,3.2,0.96,0.29
1036,19,15,5.25,9.75,Accept,4.98,0.99,0.28
1036,21,15,6.0,9.0,Accept,5.63,1.0,0.3
1036,22,15,3.75,11.25,Accept,2.67,0.94,0.33
1036,26,12,3.0,9.0,Accept,2.39,0.92,0.31
1036,27,15,6.0,9.0,Accept,5.58,1.0,0.29
1036,28,9,1.8,7.2,Accept,0.81,0.69,0.32
1036,29,18,5.4,12.6,Accept,5.34,1.0,0.29
1036,31,18,9.0,9.0,Accept,8.06,1.0,0.29
1036,33,15,3.0,12.0,Accept,0.93,0.72,0.35
1036,34,9,2.25,6.75,Accept,1.79,0.86,0.31
1036,35,9,2.7,6.3,Accept,2.68,0.94,0.29
1036,38,9,2.25,6.75,Accept,1.9,0.87,0.29
1036,39,9,2.7,6.3,Accept,2.66,0.93,0.28
1036,40,6,1.2,4.8,Reject,0.74,0.68,0.29
1036,41,9,3.6,5.4,Accept,3.29,0.96,0.26
1036,42,9,4.5,4.5,Accept,4.05,0.98,0.3
1036,43,6,1.8,4.2,Reject,1.47,0.81,0.36
1036,44,15,5.25,9.75,Accept,5.22,0.99,0.34
1036,45,9,4.5,4.5,Accept,4.15,0.98,0.35
1036,46,15,1.5,13.5,Reject,-2.44,0.08,0.39
1036,47,12,4.2,7.8,Accept,4.06,0.98,0.3
1036,51,9,2.7,6.3,Reject,2.56,0.93,0.32
1037,1,18,5.4,12.6,Accept,2.16,0.9,0.5
1037,4,15,6.0,9.0,Accept,5.46,1.0,0.44
1037,5,12,2.4,9.6,Reject,-0.06,0.48,0.43
1037,6,9,2.7,6.3,Accept,2.22,0.9,0.36
1037,7,15,3.75,11.25,Accept,2.51,0.92,0.34
1037,8,6,1.8,4.2,Accept,1.72,0.85,0.31
1037,9,12,3.0,9.0,Accept,2.35,0.91,0.31
1037,11,15,5.25,9.75,Accept,5.03,0.99,0.29
1037,12,9,3.6,5.4,Accept,3.4,0.97,0.31
1037,13,9,1.8,7.2,Reject,0.69,0.67,0.34
1037,14,12,1.2,10.8,Reject,-0.91,0.29,0.3
1037,15,12,4.2,7.8,Accept,3.86,0.98,0.24
1037,16,9,2.25,6.75,Accept,2.08,0.89,0.27
1037,19,9,2.7,6.3,Accept,2.62,0.93,0.26
1037,20,9,2.25,6.75,Reject,2.05,0.89,0.28
1037,23,15,3.0,12.0,Accept,2.09,0.89,0.27
1037,27,18,9.0,9.0,Accept,7.86,1.0,0.25
1037,28,18,4.5,13.5,Reject,3.32,0.96,0.32
1037,29,9,4.5,4.5,Accept,4.05,0.98,0.3
1037,33,6,2.4,3.6,Accept,2.34,0.91,0.36
1037,34,12,4.2,7.8,Accept,3.96,0.98,0.37
1037,35,15,1.5,13.5,Reject,-2.09,0.11,0.37
1037,36,9,3.6,5.4,Accept,3.34,0.97,0.29
1037,37,9,4.5,4.5,Accept,4.1,0.98,0.32
1037,39,15,3.0,12.0,Accept,0.65,0.66,0.37
1037,40,15,5.25,9.75,Accept,5.14,0.99,0.32
1037,41,9,1.8,7.2,Reject,0.74,0.68,0.33
1037,42,15,5.25,9.75,Accept,5.03,0.99,0.29
1037,43,6,1.2,4.8,Reject,0.61,0.65,0.31
1037,44,12,4.8,7.2,Accept,4.43,0.99,0.28
1037,45,15,3.75,11.25,Accept,2.89,0.95,0.31
1037,47,9,2.7,6.3,Accept,2.69,0.94,0.29
1037,48,15,1.5,13.5,Accept,-1.15,0.24,0.3
1037,49,15,6.0,9.0,Accept,5.39,1.0,0.24
1037,50,9,2.7,6.3,Accept,2.67,0.94,0.29
1037,51,15,5.25,9.75,Accept,5.03,0.99,0.29
1038,2,15,5.25,9.75,Accept,3.23,0.96,0.5
1038,3,9,1.8,7.2,Reject,-0.27,0.43,0.46
1038,4,9,2.7,6.3,Accept,2.06,0.89,0.38
1038,5,15,1.5,13.5,Reject,-1.94,0.13,0.35
1038,7,9,2.25,6.75,Accept,2.02,0.88,0.28
1038,9,15,5.25,9.75,Accept,4.95,0.99,0.27
1038,10,18,9.0,9.0,Accept,8.07,1.0,0.29
1038,11,9,2.7,6.3,Accept,2.25,0.9,0.36
1038,12,9,2.25,6.75,Accept,1.53,0.82,0.34
1038,13,15,6.0,9.0,Accept,5.67,1.0,0.31
1038,15,9,1.8,7.2,Accept,0.68,0.66,0.34
1038,16,12,4.2,7.8,Accept,4.04,0.98,0.3
1038,18,12,3.0,9.0,Accept,2.32,0.91,0.31
1038,22,9,4.5,4.5,Accept,4.04,0.98,0.29
1038,23,9,2.7,6.3,Accept,2.25,0.9,0.36
1038,26,12,4.2,7.8,Accept,4.17,0.98,0.34
1038,27,15,6.0,9.0,Accept,5.78,1.0,0.34
1038,28,15,5.25,9.75,Accept,5.12,0.99,0.36
1038,29,15,3.0,12.0,Reject,0.88,0.71,0.36
1038,30,9,3.6,5.4,Reject,3.4,0.97,0.31
1038,31,6,2.4,3.6,Accept,2.31,0.91,0.34
1038,32,15,3.0,12.0,Accept,0.9,0.71,0.36
1038,33,18,5.4,12.6,Accept,5.25,0.99,0.31
1038,36,15,3.75,11.25,Accept,2.99,0.95,0.31
1038,37,15,3.75,11.25,Accept,3.22,0.96,0.29
1038,38,12,1.2,10.8,Accept,-0.72,0.33,0.28
1038,42,6,1.8,4.2,Accept,1.69,0.84,0.22
1038,43,9,3.6,5.4,Accept,3.26,0.96,0.25
1038,44,6,1.2,4.8,Reject,0.7,0.67,0.29
1038,45,15,1.5,13.5,Reject,-0.73,0.33,0.27
1038,46,9,4.5,4.5,Accept,3.86,0.98,0.22
1038,47,15,5.25,9.75,Accept,5.07,0.99,0.3
1038,48,9,2.7,6.3,Accept,2.57,0.93,0.32
1038,49,12,4.8,7.2,Accept,4.53,0.99,0.31
1038,50,12,2.4,9.6,Accept,0.91,0.71,0.34
